Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer State,Customer City,Customer Zip Code,Order ID
Lemonade,Pepsi,Soft Drink,357,9302,1723,7579,2020-01-24,Michelle Hahn,South Carolina,Port Donna,20005,0-279-94916-2
Energy Drink,Pepsi,Soft Drink,418,4199,3692,507,2020-01-04,Jeffrey Lopez,Colorado,West Nathaniel,88907,0-9959814-6-9
Black Tea,Pepsi,Tea,535,1359,6817,-5458,2021-02-23,Julian Osborne,Alaska,Johnnyville,53214,1-79734-873-6
Vodka,Dr. Pepper,Alcoholic,995,5369,4845,524,2020-01-21,Michael Knapp,Missouri,Richardsonville,86217,0-07-717281-7
Green Tea,Pepsi,Tea,740,2648,1267,1381,2022-08-17,Erika Caldwell,Arizona,North Stacey,85601,0-7721-5391-4
Wine,Pepsi,Alcoholic,175,1996,4325,-2329,2021-04-25,David Watson,New Jersey,East Ethan,88921,1-9851-2590-0
Wine,Coca-Cola,Alcoholic,567,4337,7534,-3197,2022-01-24,Kimberly Wilkinson,Arkansas,West Elizabeth,64223,1-5436-6231-5
Green Tea,Pepsi,Tea,705,2138,4684,-2546,2020-08-24,David Garcia,North Dakota,West Vanessa,01302,0-19-361234-8
Black Tea,Dr. Pepper,Tea,594,7734,7293,441,2021-01-15,Brian Moore,Hawaii,Murphyland,96724,0-543-25906-4
Vodka,Dr. Pepper,Alcoholic,782,8873,5646,3227,2020-08-02,Jason Matthews,Tennessee,Sarahberg,64583,0-487-57861-9
Coffee,Coca-Cola,Coffee,614,7264,1435,5829,2022-07-01,Kara Brandt,Vermont,Lake Jodifurt,53457,1-63523-078-0
Green Tea,Coca-Cola,Tea,473,9154,3213,5941,2021-08-27,Anthony Austin,Ohio,Anthonyburgh,28817,0-301-10932-X
Cola,Dr. Pepper,Soft Drink,295,5333,2893,2440,2022-05-24,Molly Haas,Massachusetts,Emilyview,63296,0-05-944888-1
Lemonade,Coca-Cola,Soft Drink,420,9891,2312,7579,2022-02-01,Cindy Gillespie,New Mexico,Claychester,06208,0-8327-4109-4
Black Tea,Coca-Cola,Tea,382,4374,4877,-503,2020-09-15,Mrs. Tricia Porter,Indiana,Port Davidview,01505,0-7043-5795-X
Energy Drink,Pepsi,Soft Drink,295,7706,2030,5676,2020-06-19,Jacob Walker,Alabama,East Lori,61738,1-57644-482-1
Green Tea,Coca-Cola,Tea,714,3398,2334,1064,2021-07-07,Angela Thompson,California,Port Mark,56293,0-335-73919-9
Vodka,Pepsi,Alcoholic,379,9686,5286,4400,2021-01-07,Kristen Robinson,Michigan,Johnfurt,38734,1-384-50442-7
Vodka,Dr. Pepper,Alcoholic,828,2783,1870,913,2020-08-16,Debra Scott,Idaho,Millerville,89834,0-03-586231-9
Energy Drink,Dr. Pepper,Soft Drink,626,2946,4480,-1534,2020-12-03,Wendy Stewart,Mississippi,Atkinsborough,14117,1-71797-088-5
Coffee,Dr. Pepper,Coffee,393,9475,6239,3236,2022-04-25,Emily Nguyen,Pennsylvania,West Elizabethton,20028,1-4230-9115-9
Lemonade,Pepsi,Soft Drink,573,7629,1282,6347,2020-09-19,Heidi Wood,New York,Jasonbury,29305,1-102-40331-8
Beer,Dr. Pepper,Alcoholic,319,7950,7581,369,2022-12-13,Raven Long,Illinois,Port Drew,89298,1-7321213-9-7
Vodka,Coca-Cola,Alcoholic,151,1946,2147,-201,2022-08-28,Manuel Franco,Indiana,Lake Nichole,83309,0-203-04003-1
Herbal Tea,Pepsi,Tea,479,5600,2662,2938,2020-10-21,Bonnie Vargas,South Carolina,South Kyle,89203,1-114-81884-4
Black Tea,Coca-Cola,Tea,525,2248,4823,-2575,2020-03-10,Diana Morales,Tennessee,Kristinachester,41586,0-13-252526-7
Herbal Tea,Pepsi,Tea,462,4051,3183,868,2023-01-20,Steven Phillips,Colorado,South Anthonyside,89201,0-7147-8842-2
Coffee,Pepsi,Coffee,530,8017,5253,2764,2020-04-06,Kimberly Davis,Nevada,East Ambermouth,99932,1-59611-945-4
Coffee,Dr. Pepper,Coffee,261,2014,2305,-291,2021-03-13,Laura Waters,Virginia,Shelleyside,88955,1-75206-988-9
Herbal Tea,Dr. Pepper,Tea,452,4189,1904,2285,2021-02-05,Jeff Thomas,Hawaii,North Steven,35800,1-911898-53-1
Coffee,Coca-Cola,Coffee,405,6437,7437,-1000,2022-06-04,Michelle Trujillo,Arizona,Michelleport,71965,0-263-23639-0
Wine,Dr. Pepper,Alcoholic,254,8586,6470,2116,2023-04-30,Roy Browning,Pennsylvania,Veronicaside,20018,0-05-920462-1
Green Tea,Pepsi,Tea,844,5590,861,4729,2020-02-17,Patricia Bryan,Nebraska,North Theresaberg,80243,0-338-80521-4
Cola,Pepsi,Soft Drink,799,8034,4868,3166,2023-01-01,Colleen Brown,Mississippi,Moralesview,99779,0-9729610-1-1
Cola,Pepsi,Soft Drink,432,5170,7421,-2251,2020-09-11,Maureen Arnold,Texas,Valerieport,28889,0-408-18684-4
Beer,Pepsi,Alcoholic,865,4577,6047,-1470,2021-10-18,Denise Wright,New Hampshire,Kimberlyton,64541,0-560-69593-4
Black Tea,Pepsi,Tea,501,9495,5193,4302,2023-05-24,Becky Fuentes,Illinois,West Josephview,47909,1-65675-178-X
Green Tea,Coca-Cola,Tea,977,1561,2015,-454,2023-05-20,Eric Jenkins,Delaware,Lake James,61263,0-486-65439-7
Green Tea,Coca-Cola,Tea,959,6812,5481,1331,2022-06-20,Stanley Burns,Massachusetts,Kellyburgh,04878,1-55864-687-6
Energy Drink,Dr. Pepper,Soft Drink,613,7436,1731,5705,2021-11-03,Ashley Miller,Arizona,Berryborough,02867,1-920724-25-7
Green Tea,Coca-Cola,Tea,528,8095,1595,6500,2020-08-11,Wendy Perez,Iowa,East Michelleville,80297,1-5320-3693-0
Lemonade,Dr. Pepper,Soft Drink,522,2485,7688,-5203,2020-04-20,Richard Simon,Mississippi,East Kellyborough,03198,1-963255-18-6
Coffee,Coca-Cola,Coffee,100,4749,7021,-2272,2022-11-07,Travis Gilbert,Illinois,Nancyshire,70296,0-343-75480-0
Black Tea,Dr. Pepper,Tea,199,1272,1448,-176,2023-07-17,Christine Johnson,Hawaii,Port Edward,57456,1-258-88030-X
Black Tea,Coca-Cola,Tea,645,8114,2087,6027,2022-03-06,Tamara Cole,Alaska,Tonyaborough,68114,0-7322-0475-5
Cola,Pepsi,Soft Drink,246,6837,1943,4894,2021-09-21,George Burgess,New Hampshire,Hayesport,35721,1-4405-8818-X
Wine,Pepsi,Alcoholic,578,6648,1681,4967,2022-05-19,Kyle Lee,North Carolina,Michellebury,61109,0-7607-5805-0
Lemonade,Dr. Pepper,Soft Drink,742,9091,4454,4637,2022-08-13,Sarah Schmidt,New Jersey,Port Bonnie,53248,0-224-82900-9
Wine,Coca-Cola,Alcoholic,749,9095,6559,2536,2021-03-05,Douglas Jones,Rhode Island,South Gary,08456,0-362-92135-0
Vodka,Pepsi,Alcoholic,203,8176,4579,3597,2023-04-30,Brandy Haas,Alabama,Murphychester,45435,0-448-92135-9
Lemonade,Dr. Pepper,Soft Drink,894,5598,2105,3493,2023-03-05,Catherine Wiley,North Dakota,West Sherrystad,19962,0-358-94763-4
Green Tea,Coca-Cola,Tea,802,8314,759,7555,2021-07-22,Billy Stanley,Hawaii,Dicksonmouth,57795,1-7323527-0-4
Coffee,Pepsi,Coffee,834,4915,4645,270,2020-10-22,Wendy Hale,Vermont,Davidsonberg,84398,1-4068-8636-X
Energy Drink,Pepsi,Soft Drink,294,6289,3948,2341,2021-10-04,Jesse Figueroa,New York,East Richard,04765,0-367-29004-9
Wine,Pepsi,Alcoholic,832,4115,3228,887,2020-11-16,Chad Carson,California,New Judith,32298,1-871026-62-8
Vodka,Pepsi,Alcoholic,781,3280,5369,-2089,2023-06-08,David Manning,Michigan,Stephanieland,47342,1-393-00331-1
Coffee,Coca-Cola,Coffee,387,3678,7277,-3599,2021-04-07,Peter White,Nevada,New Erintown,68072,1-09-328921-X
Wine,Pepsi,Alcoholic,554,5464,6993,-1529,2022-08-17,Rebecca Reese,Nebraska,Michaelbury,35077,1-899889-04-3
Energy Drink,Dr. Pepper,Soft Drink,292,3029,3938,-909,2021-01-05,Gary Gill,Nevada,North Laura,89848,0-699-61305-1
Herbal Tea,Pepsi,Tea,891,8150,2429,5721,2021-06-27,Mark Garcia,Rhode Island,Petershire,30759,1-82713-065-2
Energy Drink,Coca-Cola,Soft Drink,738,4671,7027,-2356,2021-02-10,Manuel Coleman,Pennsylvania,Michaelmouth,39152,1-66555-463-0
Vodka,Pepsi,Alcoholic,343,9938,2151,7787,2022-11-06,Gabrielle Lopez,Missouri,North Justinhaven,39544,1-347-23646-5
Green Tea,Coca-Cola,Tea,297,6110,1182,4928,2023-01-16,Bobby Mitchell,Georgia,Williamhaven,84089,0-573-35955-5
Coffee,Dr. Pepper,Coffee,478,8337,3793,4544,2020-10-19,Whitney Meyer,Massachusetts,Jeremyton,79559,0-13-331841-9
Coffee,Dr. Pepper,Coffee,203,4342,2263,2079,2022-12-15,Caitlin Keller,New Jersey,Loganfort,94157,1-4111-8864-0
Coffee,Pepsi,Coffee,985,2234,1507,727,2023-04-29,Christian Marshall,Nebraska,Lisaton,72297,1-355-94953-X
Cola,Pepsi,Soft Drink,334,1827,1307,520,2020-01-14,Larry Thompson,Michigan,West Sarahville,73178,0-602-29622-6
Vodka,Pepsi,Alcoholic,405,2409,3583,-1174,2023-01-04,Mrs. Kayla Lowe,Minnesota,New Jacob,48641,1-85660-313-X
Vodka,Coca-Cola,Alcoholic,495,1039,4217,-3178,2021-08-13,William Harrison,North Dakota,Shannonhaven,34786,0-252-50441-0
Cola,Dr. Pepper,Soft Drink,835,9827,5883,3944,2020-06-29,Emily Miller,Nebraska,Ballside,02938,0-296-13300-0
Energy Drink,Coca-Cola,Soft Drink,197,9450,1353,8097,2022-10-20,Rhonda Gomez,Alaska,North Brandonhaven,59362,1-60867-849-0
Cola,Pepsi,Soft Drink,175,5013,1119,3894,2022-01-29,Desiree Kennedy,Nebraska,Stephanieville,24224,0-552-29257-5
Green Tea,Dr. Pepper,Tea,306,2659,4271,-1612,2022-09-19,Patrick Thompson,Oklahoma,Thomasmouth,41911,0-19-363187-3
Wine,Pepsi,Alcoholic,145,1203,5068,-3865,2020-10-20,Allison Schwartz,Alabama,New Louisbury,71939,0-89597-501-7
Cola,Pepsi,Soft Drink,898,9005,4682,4323,2023-07-12,Randy Gonzalez,Mississippi,Bakerfurt,78599,1-59996-382-5
Beer,Dr. Pepper,Alcoholic,866,2659,2251,408,2020-08-13,Brett Clark,Mississippi,Goodton,68029,1-951846-97-4
Green Tea,Dr. Pepper,Tea,515,2991,5788,-2797,2020-08-25,Kimberly Spence,Colorado,Davismouth,14043,1-71742-149-0
Black Tea,Coca-Cola,Tea,791,4950,7062,-2112,2020-02-25,Tyrone Odom,New Hampshire,Lake Gabrielleside,02877,0-9908563-2-1
Coffee,Pepsi,Coffee,506,3183,1300,1883,2022-08-31,Adrian Francis,Missouri,North Christina,39068,0-506-49923-5
Vodka,Dr. Pepper,Alcoholic,351,3869,3959,-90,2022-03-22,David Roach,Wisconsin,South Thomas,84573,1-242-62843-6
Beer,Coca-Cola,Alcoholic,453,4266,1629,2637,2020-05-06,Ashley Carson,Washington,New Adam,65586,0-7390-8882-3
Cola,Pepsi,Soft Drink,325,3994,3556,438,2020-02-20,Elizabeth Clark,Utah,North Robert,35269,0-07-378263-7
Green Tea,Coca-Cola,Tea,710,9306,2039,7267,2020-12-20,Richard Brandt,Rhode Island,Lake William,08323,1-344-57515-3
Energy Drink,Coca-Cola,Soft Drink,246,1102,3579,-2477,2020-05-08,Katherine Davis,Georgia,North Paul,10148,0-471-23122-3
Coffee,Pepsi,Coffee,753,6229,2569,3660,2023-05-14,Lori King,Hawaii,West Michael,03594,0-7948-3055-2
Coffee,Coca-Cola,Coffee,491,7470,4851,2619,2020-07-05,Tammy Adams,New York,Michaelchester,04868,1-130-28594-4
Green Tea,Coca-Cola,Tea,670,9871,5099,4772,2022-12-03,Debbie Irwin,Rhode Island,West Tylerstad,25276,1-957764-60-0
Green Tea,Coca-Cola,Tea,176,5261,7758,-2497,2021-09-15,Brian Gross,Alabama,Newmanside,99919,1-65349-312-7
Black Tea,Coca-Cola,Tea,887,9319,3676,5643,2022-12-26,Michelle Miller,New Hampshire,West Victorborough,38329,0-08-755230-2
Cola,Pepsi,Soft Drink,958,9229,6599,2630,2021-02-19,Karen Smith,Alaska,Lake Karenville,29153,1-995750-59-X
Lemonade,Coca-Cola,Soft Drink,214,2209,2244,-35,2021-01-15,James Chapman,Wyoming,Wesleytown,36197,0-395-98484-X
Vodka,Pepsi,Alcoholic,427,2461,6519,-4058,2020-10-16,Kenneth Lewis,Hawaii,Port John,97421,1-07-766258-0
Cola,Dr. Pepper,Soft Drink,369,8079,7603,476,2020-03-01,Jeremy Harper,Massachusetts,New Johnhaven,87925,1-9869-5111-1
Green Tea,Pepsi,Tea,681,8887,7096,1791,2022-03-18,William Lin,Texas,Lake Angela,03549,1-08-829288-7
Energy Drink,Coca-Cola,Soft Drink,871,1549,1143,406,2021-06-28,Eric Smith,Georgia,West Cassidy,07346,0-13-926018-8
Herbal Tea,Pepsi,Tea,308,1996,6657,-4661,2020-04-05,Suzanne Walker,Iowa,Collinsview,22471,1-216-53298-2
Vodka,Coca-Cola,Alcoholic,927,5823,7293,-1470,2021-04-29,Amber Pearson,Washington,South Nicoleside,05304,0-478-03072-X
Herbal Tea,Dr. Pepper,Tea,245,2228,2682,-454,2022-03-20,Brian Bailey,Texas,North Karen,03219,0-373-53807-3
Wine,Dr. Pepper,Alcoholic,237,9341,3683,5658,2021-02-12,Stacy Newton,Idaho,New Rachel,38058,0-7990-8356-9
Beer,Dr. Pepper,Alcoholic,163,9233,3479,5754,2022-12-14,Dorothy Cantu,North Carolina,Wayneshire,38322,0-577-61454-1
Energy Drink,Dr. Pepper,Soft Drink,383,7530,6384,1146,2022-09-05,Rachel Young,Montana,East Jamesstad,81068,0-497-28961-X
Black Tea,Dr. Pepper,Tea,305,2376,7643,-5267,2020-01-22,Kelsey Lopez,Washington,New Melissa,19783,1-72025-512-1
Beer,Coca-Cola,Alcoholic,499,4940,5216,-276,2022-05-03,Julie Young,Delaware,Jamiemouth,20937,0-7278-1928-3
Green Tea,Pepsi,Tea,473,9799,1176,8623,2021-07-08,Joanna Pollard,New Hampshire,South Jonathan,42581,0-18-883688-8
Wine,Dr. Pepper,Alcoholic,975,5725,2018,3707,2023-06-04,Brian Alvarado,Iowa,New Lindsay,70250,1-9860-1420-7
Coffee,Coca-Cola,Coffee,543,3525,1545,1980,2020-08-13,Hannah Santiago,Vermont,Harrellshire,38448,1-915993-74-1
Coffee,Dr. Pepper,Coffee,723,7998,5505,2493,2020-10-24,Kevin Anderson,Michigan,West Williamburgh,89863,1-64161-458-7
Vodka,Pepsi,Alcoholic,747,1280,7457,-6177,2021-02-23,Jill Allen,Florida,Emilytown,29395,0-939535-78-5
Energy Drink,Coca-Cola,Soft Drink,487,4284,7672,-3388,2021-02-24,Michael Williamson,Tennessee,Barrerafort,40225,0-344-38565-5
Beer,Coca-Cola,Alcoholic,920,8242,3984,4258,2021-06-28,Heather Young,Vermont,Longview,48601,1-243-10782-0
Wine,Pepsi,Alcoholic,832,3468,5009,-1541,2022-06-11,William Paul,Idaho,Brycechester,19952,0-563-54044-3
Lemonade,Dr. Pepper,Soft Drink,151,1110,847,263,2022-06-24,Allison Calderon,Wisconsin,Port Charlesshire,03619,0-7732-7139-2
Vodka,Dr. Pepper,Alcoholic,542,4397,1096,3301,2022-01-22,Wanda Smith,Delaware,Barnestown,06225,0-9687592-0-3
Wine,Coca-Cola,Alcoholic,702,8453,3393,5060,2021-02-14,Julie Howard,Nevada,Joview,89035,1-55556-524-7
Vodka,Coca-Cola,Alcoholic,461,8310,998,7312,2021-07-08,Krystal Burton,Florida,Fisherville,31325,0-280-64156-7
Vodka,Dr. Pepper,Alcoholic,784,2490,7330,-4840,2023-07-05,Julie Snow,Arkansas,Nicolefurt,08699,0-16-369393-5
Coffee,Coca-Cola,Coffee,172,9869,1319,8550,2022-05-09,Megan Garcia,New York,New Amanda,81331,0-267-34181-4
Vodka,Dr. Pepper,Alcoholic,805,4077,616,3461,2023-07-13,Sandra Poole,Maine,Michaelville,43037,0-7962-1507-3
Beer,Coca-Cola,Alcoholic,867,3541,5829,-2288,2020-06-16,Francisco Williams,Missouri,Rodriguezberg,07368,0-11-455335-1
Beer,Pepsi,Alcoholic,682,6698,7439,-741,2021-05-18,Dr. Kristen Sullivan,Missouri,Jonathanfurt,35167,0-587-87421-X
Herbal Tea,Dr. Pepper,Tea,134,3730,6277,-2547,2022-10-11,Jeffrey Moore,Tennessee,Jadeside,45571,1-04-624010-2
Energy Drink,Pepsi,Soft Drink,744,9731,6012,3719,2022-04-23,Ashley Shepherd,New Hampshire,South Lindsayfort,08555,0-10-127098-4
Beer,Coca-Cola,Alcoholic,984,8653,2214,6439,2020-01-08,Daniel Dougherty,Delaware,Courtneybury,41524,0-85509-817-1
Energy Drink,Coca-Cola,Soft Drink,729,9802,4452,5350,2020-03-31,Joy Lee,Nevada,North Adrianafurt,58226,1-119-83843-6
Black Tea,Coca-Cola,Tea,613,5114,4774,340,2021-12-14,Paul Johnson,Alabama,Rachelland,91392,0-19-037339-3
Cola,Pepsi,Soft Drink,365,2510,2816,-306,2021-09-20,Lisa Rollins,Massachusetts,Hollandburgh,72519,0-372-80779-8
Black Tea,Coca-Cola,Tea,946,1063,1467,-404,2023-07-03,Michele Martin,Georgia,Wallfort,13512,1-55851-737-5
Wine,Coca-Cola,Alcoholic,829,9330,1680,7650,2022-07-28,Stacey Mason,Illinois,South Danielleport,97357,1-75481-176-0
Herbal Tea,Coca-Cola,Tea,976,5242,4379,863,2023-01-02,James Rodriguez,Mississippi,Farrellburgh,20022,1-58213-225-9
Energy Drink,Pepsi,Soft Drink,340,7262,2336,4926,2020-01-02,Debra Peters,Oregon,South Scottstad,84366,1-4918-4932-0
Green Tea,Dr. Pepper,Tea,943,1868,5441,-3573,2023-06-22,Samantha Richardson,Mississippi,Parkview,54343,1-4293-3471-1
Beer,Dr. Pepper,Alcoholic,901,4939,1508,3431,2020-07-26,Ethan Olson,Minnesota,East Brittany,25939,0-569-78307-0
Herbal Tea,Pepsi,Tea,424,8240,4671,3569,2021-05-21,Jennifer Wiggins MD,New Jersey,Lewisberg,96831,1-04-356998-7
Herbal Tea,Pepsi,Tea,966,7784,5914,1870,2022-09-11,John Roth,Kansas,New Alan,28779,1-09-347686-9
Vodka,Pepsi,Alcoholic,913,7599,3933,3666,2021-10-07,Brittney Hill,Indiana,Port Davidfort,49785,0-532-77024-2
Beer,Pepsi,Alcoholic,783,9988,7661,2327,2023-05-27,Patrick Collins,Iowa,Fostertown,85497,1-61141-684-1
Herbal Tea,Dr. Pepper,Tea,230,5420,3633,1787,2023-03-20,Jeffrey Greer,Kansas,Lake Davidchester,20037,1-63936-048-4
Energy Drink,Coca-Cola,Soft Drink,188,1268,3970,-2702,2020-07-08,Laura Johnson,Massachusetts,North Tamara,83737,0-10-529541-8
Coffee,Dr. Pepper,Coffee,173,5110,7805,-2695,2020-02-08,Mary Ramirez,Delaware,Vaughnmouth,40782,0-12-512491-0
Energy Drink,Pepsi,Soft Drink,204,9755,5764,3991,2020-06-02,Amanda Gonzalez,Arkansas,South Joycemouth,96860,0-214-93905-7
Vodka,Pepsi,Alcoholic,586,9681,944,8737,2023-01-28,Matthew Hernandez,Georgia,Cindyport,81157,1-350-68966-1
Lemonade,Pepsi,Soft Drink,905,6539,1994,4545,2023-07-05,Carolyn Duran,Alaska,Port Brendamouth,21630,1-366-33950-9
Coffee,Coca-Cola,Coffee,657,8395,5118,3277,2021-10-30,James Soto,Utah,Tylerton,20017,0-06-902119-8
Herbal Tea,Coca-Cola,Tea,422,1911,3465,-1554,2020-07-18,John Scott,Tennessee,Christinaborough,58335,0-627-38497-8
Cola,Coca-Cola,Soft Drink,145,8798,4245,4553,2020-02-05,Sherry Mejia,Virginia,Dixonburgh,20031,0-669-82161-6
Black Tea,Dr. Pepper,Tea,896,4517,3686,831,2022-08-28,Timothy Watson,Hawaii,North Thomas,55030,1-318-39290-X
Wine,Coca-Cola,Alcoholic,990,2238,2185,53,2022-07-09,Richard Gregory,Tennessee,North Elizabethberg,07048,0-506-69163-2
Cola,Pepsi,Soft Drink,918,3670,3443,227,2021-08-06,Marcus Brown,South Carolina,East Anthony,97716,0-491-46351-0
Coffee,Pepsi,Coffee,369,3054,4698,-1644,2020-12-06,Hannah Walsh,Nevada,New Michael,78580,1-161-76173-X
Energy Drink,Dr. Pepper,Soft Drink,303,8601,2716,5885,2020-03-31,Richard Ryan,Louisiana,Henryburgh,32316,1-347-39421-4
Vodka,Dr. Pepper,Alcoholic,878,1727,2153,-426,2020-05-03,Christie Trujillo,Pennsylvania,Smithhaven,99776,0-451-51409-2
Herbal Tea,Dr. Pepper,Tea,281,8559,2891,5668,2020-02-05,Lisa Gallagher,South Dakota,New Courtney,03086,0-347-54830-X
Cola,Coca-Cola,Soft Drink,773,5153,5731,-578,2023-05-03,Jamie Sanchez,Wyoming,South Joshua,27903,0-8048-2481-9
Herbal Tea,Pepsi,Tea,333,7379,4274,3105,2022-04-23,Kristina Morris,Vermont,Lake Lisaview,06205,1-4803-9076-3
Vodka,Dr. Pepper,Alcoholic,551,9119,5798,3321,2023-03-13,Alexis Casey,Florida,Port Thomasburgh,98028,0-558-27399-8
Green Tea,Coca-Cola,Tea,207,7474,1055,6419,2020-11-12,Karen Evans,Virginia,Davidmouth,17282,0-513-47948-1
Lemonade,Dr. Pepper,Soft Drink,520,1491,4565,-3074,2022-12-31,Katherine Lopez,Alabama,Port Christopherport,20029,1-01-096709-6
Black Tea,Dr. Pepper,Tea,712,8042,5438,2604,2020-02-17,Benjamin Rowe,Montana,West Pennystad,96721,0-9691806-1-6
Cola,Dr. Pepper,Soft Drink,445,8428,2057,6371,2023-02-23,Catherine Johnson,Kansas,Port Juliatown,51912,0-17-871776-2
Herbal Tea,Coca-Cola,Tea,385,4635,6653,-2018,2020-04-24,Steven Rogers,Oregon,Lake Thomas,80673,1-62619-429-7
Lemonade,Coca-Cola,Soft Drink,329,6769,3891,2878,2022-03-24,Nicholas Petersen,North Carolina,Lake Jeffery,36207,0-540-62267-2
Coffee,Dr. Pepper,Coffee,424,4226,6313,-2087,2021-07-21,Mrs. Monica Adams,West Virginia,East Cherylport,18565,0-225-74589-5
Black Tea,Pepsi,Tea,172,5503,2059,3444,2020-01-12,Heather Carpenter,Kansas,South Amy,06365,0-561-77512-5
Wine,Coca-Cola,Alcoholic,197,2120,2512,-392,2023-07-06,Andrea Dennis,Florida,Bobbyhaven,76639,1-140-28244-1
Green Tea,Pepsi,Tea,475,6791,3682,3109,2021-08-01,Adam Wheeler,Massachusetts,West Sharonchester,32181,0-264-95789-X
Beer,Dr. Pepper,Alcoholic,530,7965,2087,5878,2021-01-08,Shane Hunter,Illinois,Brendamouth,06387,0-06-102134-2
Beer,Pepsi,Alcoholic,413,3821,2519,1302,2020-08-20,Jordan Perez,Maryland,Calvinmouth,39439,0-9962866-9-1
Lemonade,Dr. Pepper,Soft Drink,934,4944,1952,2992,2021-03-10,Leslie Davis,New York,Lake Thomasmouth,59766,1-4408-3509-8
Lemonade,Coca-Cola,Soft Drink,360,9437,6455,2982,2020-10-01,George Graham,Washington,Lake Ronald,05014,1-80444-568-1
Coffee,Coca-Cola,Coffee,891,4120,4803,-683,2022-12-11,Mary Proctor,New Mexico,North Lisashire,19151,0-17-106108-X
Wine,Dr. Pepper,Alcoholic,702,1623,6036,-4413,2023-02-10,Vincent Sanders,Maine,South Allisonfort,47119,1-64468-396-2
Wine,Pepsi,Alcoholic,298,8556,4295,4261,2021-08-27,Richard Morris,Pennsylvania,Lake Williammouth,30499,0-396-65625-0
Green Tea,Coca-Cola,Tea,364,3863,3232,631,2021-01-10,Kimberly Flowers,Texas,Kellytown,03855,1-374-26677-9
Wine,Pepsi,Alcoholic,228,6620,2861,3759,2020-06-16,David Cox,Missouri,East Michael,96794,1-85126-894-4
Wine,Pepsi,Alcoholic,719,5645,2325,3320,2020-03-13,Megan Cain,Maryland,Annaborough,06350,1-194-59330-5
Vodka,Coca-Cola,Alcoholic,739,3359,1669,1690,2020-09-30,Lauren Beasley,Louisiana,Dustinport,83705,1-71716-685-7
Coffee,Dr. Pepper,Coffee,361,3269,817,2452,2020-05-16,Jason Chavez,Wisconsin,Julieside,59388,1-123-85751-2
Lemonade,Dr. Pepper,Soft Drink,297,2788,6472,-3684,2022-11-24,Mark Frank,Massachusetts,Bobbyland,64872,0-348-90978-0
Vodka,Coca-Cola,Alcoholic,300,4846,3797,1049,2023-02-10,Richard Fernandez,Colorado,Atkinsonshire,86419,0-329-79644-5
Lemonade,Dr. Pepper,Soft Drink,348,6688,992,5696,2022-01-05,Kaitlyn Martin,Wyoming,Cunninghambury,29041,0-09-745855-4
Lemonade,Pepsi,Soft Drink,244,1242,1697,-455,2022-06-30,Jennifer Hughes,Missouri,Scottstad,83690,0-331-45299-5
Cola,Coca-Cola,Soft Drink,475,5572,951,4621,2020-05-15,Kristen Ford,Illinois,Connermouth,48824,0-10-907026-7
Wine,Coca-Cola,Alcoholic,124,2296,1261,1035,2021-05-09,Oscar Gonzalez,Florida,West Micheal,64787,1-84532-216-9
Black Tea,Pepsi,Tea,524,4928,5365,-437,2023-02-27,Micheal Hardy,Washington,Maryside,79623,1-168-91829-4
Vodka,Coca-Cola,Alcoholic,329,7547,3638,3909,2021-07-30,Mary Roberts,Pennsylvania,Donnashire,27290,1-317-14807-X
Lemonade,Dr. Pepper,Soft Drink,752,8981,4517,4464,2020-05-13,Paul Wood,Maryland,East Coryburgh,02344,1-65696-000-1
Lemonade,Dr. Pepper,Soft Drink,400,7727,2169,5558,2022-05-22,Jeffrey Galloway,New York,East Teresachester,07488,0-613-58382-5
Cola,Coca-Cola,Soft Drink,785,2813,1444,1369,2020-06-04,Frank Graham,Illinois,East Brian,76431,1-85407-770-8
Cola,Pepsi,Soft Drink,154,7388,3483,3905,2020-11-13,Robert Mitchell,Maryland,Dunlapfort,56404,1-5229-4375-7
Lemonade,Coca-Cola,Soft Drink,315,4572,5971,-1399,2020-05-18,Geoffrey Gill,Ohio,West Jenniferside,46543,1-362-32913-4
Coffee,Coca-Cola,Coffee,984,5121,4682,439,2021-12-26,Richard Nguyen,Rhode Island,Port Connieborough,99050,1-04-316614-9
Lemonade,Dr. Pepper,Soft Drink,827,6545,608,5937,2022-08-16,Maria Hunt,Massachusetts,Lewisland,57109,0-7433-7565-3
Beer,Coca-Cola,Alcoholic,290,9628,6255,3373,2023-07-08,Ryan Good,Montana,Lake Tommystad,06092,0-624-72291-0
Energy Drink,Pepsi,Soft Drink,666,3944,6274,-2330,2023-05-01,Damon Parks,Utah,Woodsburgh,41746,0-230-14581-7
Black Tea,Coca-Cola,Tea,499,2109,4639,-2530,2021-11-25,Shelly Reese,Mississippi,South Elizabethchester,73019,0-7261-2979-8
Black Tea,Dr. Pepper,Tea,187,1134,4978,-3844,2020-02-03,William Stevens,Missouri,New Melissastad,88947,1-348-93152-3
Vodka,Dr. Pepper,Alcoholic,480,9700,2634,7066,2020-06-06,Ryan Bates,Arizona,Denisechester,58222,0-03-399534-6
Green Tea,Coca-Cola,Tea,747,9284,833,8451,2021-01-05,Joshua Miles,Alaska,Thorntonland,39728,1-75819-066-3
Herbal Tea,Dr. Pepper,Tea,384,3432,3330,102,2022-10-31,Hailey Brown,Vermont,Timothyland,32781,1-02-690703-9
